,silhouette_scores,davies_bouldin_scores,calinski_harabasz_scores
2,0.13020931,5.196426143968564,509.5868965001402
3,0.09517173,4.788703489968531,485.52314666026706
4,0.07290628,4.248102704298572,446.6212061604917
5,0.074082375,3.989942126320078,428.6073213182458
6,0.082304835,3.581580260786066,405.6118194389317
7,0.076638065,3.5589574870249416,396.5505721254912
8,0.09206033,2.952477455511743,370.99871716321024
9,0.054029416,3.482191452709451,359.70019850132974
10,0.061515056,3.202841523792798,354.2552843564672
11,0.07912065,3.1266012358117603,342.7309248982351
12,0.05744641,3.3776924673625053,335.00918532398566
13,0.053713206,3.245884299901965,324.7779284767791
14,0.067276716,2.806183318914715,331.0332812774804
15,0.07713708,2.722990601861854,317.1205255311335
16,0.060392637,2.753296916117484,305.99166303397357
17,0.029960731,2.960022885234562,306.978744878901
18,0.05124055,2.8350750272548844,299.63157397761154
19,0.046317495,2.8216801516932857,303.24539722132016
20,0.054884616,2.778238623560789,292.5553645179513
