,silhouette_scores,davies_bouldin_scores,calinski_harabasz_scores
2,0.08901041,4.883280675460486,504.73542613042474
3,0.066327676,4.740995401131071,398.3877647121965
4,0.0822717,4.341927113287655,444.39300702422645
5,0.038210277,3.490678740522779,339.3972774689905
6,0.06905871,3.893332203173447,390.18457790705037
7,0.060430102,3.316452742632913,269.52669288746273
8,0.051408373,3.3524422877986386,350.4600888640382
9,0.1090886,2.913222277347291,320.3051740654787
10,0.058769375,3.300933137867586,335.54423453688804
11,0.03191209,3.61590596195284,309.762863443486
12,0.07669479,3.01129719442525,329.2478319944684
13,0.06465379,3.1258494036264635,324.67261469377945
14,0.07434115,3.051285509152577,304.645300670126
15,0.06338482,2.9766835159042495,295.67231225178625
16,0.05454308,2.7987867754447473,267.9070662362856
17,0.061168652,2.7796852362641666,305.9912624452907
18,0.047766764,2.900453327083185,276.9007208773417
19,0.051983647,3.0290088026331303,285.59586342460364
20,0.055563595,2.8481231997688723,270.9102286993107
